Feature Name,Score,Code Description
m6265,-0.01383873203,"DIAG: {'Muscle strain, pelvic region and thigh'}"
1sc75pfxxq,-0.0138374021,"INT: {'Fusion, spinal vertebrae open posterior approach [posterolateral approach] with combined sources of '}"
2ym70ja,-0.01383515557,"INT: {'Inspection, breast using manual (palpation) technique'}"
1es80laxxe,-0.013834512,"INT: {'Excision partial, nasal cartilage using open approach and local flap (rotation, advancement or trans', 'Repair, nasal cartilage using local flap [e.g. alar cartilage rotation or transposition flap]'}"
q2738,-0.01383274553,DIAG: {'Peripheral arteriovenous malformation of other site'}
g991,-0.01383115879,DIAG: {'Other disorders of autonomic nervous system in other diseases classified elsewhere'}
1el52wk,-0.01382949398,"INT: {'Drainage, temporomandibular joint [TMJ] using open incisional approach [e.g. bursotomy]'}"
1vx35hak0,-0.01382936604,"INT: {'Pharmacotherapy (local), soft tissue of leg using percutaneous approach of antiinfective NEC'}"
2nq70ca,0.0138289766,"INT: {'Inspection, rectum using per orifice manual (digital) technique'}"
1df53jats,-0.01382799536,"INT: {'Implantation of internal device, tympanic membrane of ventilation [grommet] tube using external appr'}"
3se12vk,-0.01382779832,"INT: {'Fluoroscopy, intervertebral disc following intradiscal injection of contrast'}"
u99025,-0.01382458856,DIAG: {'Scuba diving and snorkeling'}
1pg89da,-0.01381880521,"INT: {'Excision total, ureter endoscopic [laparoscopic] approach using simple apposition technique (with or'}"
3og10wz,-0.013816802,"INT: {'Xray, biliary ducts with pancreas following endoscopic (retrograde) injection of contrast [ERCP]', 'Xray, bile ducts following endoscopic (retrograde) injection of contrast'}"
z803,0.01381434151,DIAG: {'Family history of malignant neoplasm of breast'}
m4722,0.01381175635,"DIAG: {'Other spondylosis with radiculopathy, cervical region'}"
g564,-0.01381140512,DIAG: {'Causalgia of upper limb'}
h652,0.01381025857,DIAG: {'Chronic serous otitis media'}
s1170,-0.01380971384,"DIAG: {'Multiple open wounds of neck, uncomplicated'}"
s870,-0.01380835116,DIAG: {'Crushing injury of knee'}
a413,0.01380104709,DIAG: {'Sepsis due to Haemophilus influenzae'}
h532,-0.01379965591,DIAG: {'Diplopia'}
s37111,0.01379885187,"DIAG: {'Laceration of ureter, with open wound into cavity'}"
i700,-0.01378983226,DIAG: {'Atherosclerosis of aorta'}
1kg50gqbp,0.01378802463,"INT: {'Dilation, arteries of leg NEC, using percutaneous transluminal approach and dilating device NEC'}"
f429,0.01378713501,"DIAG: {'Obsessive-compulsive disorder, unspecified'}"
1dr72szxxa,-0.01378617376,"INT: {'Release, inner ear NEC using temporal bone approach and autograft [e.g. muscle]'}"
d171,0.0137827206,DIAG: {'Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk'}
q393,-0.01377711208,DIAG: {'Congenital stenosis and stricture of oesophagus'}
c109,0.0137768925,DIAG: {'Malignant lesion oropharynx unspecified'}
d002,-0.01377662469,DIAG: {'Carcinoma in situ of stomach'}
h542,-0.01377640273,"DIAG: {'Moderate visual impairment, binocular'}"
m9496,-0.01377476081,"DIAG: {'Disorder of cartilage, unspecified, lower leg'}"
m8045,0.01377449149,"DIAG: {'Drug-induced osteoporosis with pathological fracture, pelvic region and thigh'}"
1gm86mqfb,-0.01377065881,"INT: {'Closure of fistula, bronchus NEC for fistula terminating in thoracic cavity (pleura or mediastinum) '}"
a971,-0.01376307155,DIAG: {'Dengue with warning signs'}
z602,0.0137623076,DIAG: {'Living alone'}
1tk80lanwa,-0.01376003859,"INT: {'Repair, humerus with bone autograft [e.g. bone, tendon] using screw, plate and screw'}"
e725,-0.01375667883,DIAG: {'Disorders of glycine metabolism'}
2vc71la,0.01374651299,"INT: {'Biopsy, femur using open approach'}"
o36631,-0.01374356263,"DIAG: {'Maternal care for excessive fetal growth, third trimester, delivered, with or without mention of ant'}"
1dk85laxxk,-0.01374306319,"INT: {'Transplant, middle ear NEC using open approach and homograft (from deceased donor)'}"
s92200,-0.01374227027,"DIAG: {'Fracture of navicular bone, closed'}"
1jk57la,-0.01373402878,"INT: {'Extraction, subclavian artery using open approach'}"
o019,-0.01373284514,"DIAG: {'Hydatidiform mole, unspecified'}"
s532,-0.01372716568,DIAG: {'Traumatic rupture of radial collateral ligament'}
s27680,0.01372654893,DIAG: {'Other injury of pleura without open wound into thoracic cavity'}
1np72laag,-0.0137208793,"INT: {'Release, small and large intestine using open approach and laser'}"
1da87laxxa,-0.01371910074,"INT: {'Excision partial, external ear NEC using autograft not using laser'}"
s5670,-0.01371249169,DIAG: {'Laceration of multiple muscles and tendons at forearm level'}
z532,0.01371050157,"DIAG: {""Procedure not carried out because of patient's decision for other and unspecified reasons""}"
2sa71ha,-0.01370909515,"INT: {'Biopsy, atlas and axis using percutaneous (needle) approach'}"
1ij50gqoe,-0.01370806408,"INT: {'Dilation, coronary arteries, with (endovascular) stent insertion percutaneous transluminal approach '}"
n879,0.01370601253,"DIAG: {'Dysplasia of cervix uteri, unspecified'}"
1vg35hap2,0.01370526027,"INT: {'Pharmacotherapy (local), knee joint using percutaneous needle approach and analgesic agent'}"
t464,0.01370468574,DIAG: {'Poisoning by angiotensin-converting-enzyme inhibitors'}
1pc59dax7,-0.01370394215,"INT: {'Destruction, kidney endoscopic (laparoscopic) approach using chemocautery'}"
s081,-0.01370000429,DIAG: {'Traumatic amputation of ear'}
d251,0.01369990357,DIAG: {'Intramural leiomyoma of uterus'}
i13,0.01369841204,DIAG: {'Hypertensive heart and renal disease'}
1yv80la,0.01369699827,"INT: {'Repair, skin of leg using apposition technique [suture]'}"
o36091,-0.01369468538,"DIAG: {'Maternal care for rhesus isoimmunization, unspecified trimester, delivered, with or without mention '}"
q893,0.01369287119,DIAG: {'Situs inversus'}
m2455,0.01369046212,"DIAG: {'Contracture of joint, pelvic region and thigh'}"
1vc74lanvn,-0.01368978726,"INT: {'Fixation, femur open approach with synthetic tissue [e.g. bone cement, or paste] using pin, nail'}"
z924,-0.01368962669,"DIAG: {'Personal history of major surgery, not elsewhere classified'}"
1ut55lasl,-0.01368841677,"INT: {'Removal of device, flexor tendons of finger [excludes thumb] of spacer device [e.g. Silastic rod] us'}"
m1097,0.01368491065,"DIAG: {'Gout, unspecified, unspecified site', 'Gout, unspecified, ankle and foot'}"
o62203,0.01368368893,"DIAG: {'Other uterine inertia, antepartum condition or complication'}"
1va53llpmk,-0.01367900271,"INT: {'Implantation of internal device, hip joint open anterior (muscle sparing) approach (anterolateral, d'}"
w17,-0.01367341001,"DIAG: {'Other fall from one level to another', 'Fall on same level from slipping, tripping and stumbling'}"
1nf91rj,-0.0136720013,"INT: {'Excision radical, stomach open approach with gastrojejunal [or gastroenteral NEC] anastomosis'}"
b170,-0.01367090249,DIAG: {'Acute delta-(super)infection in chronic hepatitis B'}
q452,-0.01367066426,DIAG: {'Congenital pancreatic cyst'}
1nf74la,-0.01367055633,"INT: {'Fixation, stomach using open approach'}"
1pl55banr,-0.01366978732,"INT: {'Removal of device, bladder neck of stent using endoscopic per orifice approach'}"
1fu87da,-0.01366783205,"INT: {'Excision partial, thyroid gland endoscopic (video assisted) approach using device NEC'}"
1ym90latpg,0.01366612274,"INT: {'Excision total with reconstruction, breast using distant pedicled flap with implantation of tissue e', 'Excision total with reconstruction, breast simple mastectomy with no node dissection using distant p'}"
d143,-0.01366343388,DIAG: {'Benign neoplasm of bronchus and lung'}
1yz35hap1,-0.01366011128,"INT: {'Pharmacotherapy (local), skin NEC percutaneous (needle) approach using local anesthetic agent'}"
1jy50gpbd,-0.01365925836,"INT: {'Dilation, thoracic vessels NEC percutaneous transluminal approach [e.g. endovascular] using balloon '}"
h406,-0.01365805477,DIAG: {'Glaucoma secondary to drugs'}
o34301,0.01365773038,"DIAG: {'Maternal care for cervical incompetence, delivered, with or without mention of antepartum condition'}"
m8050,-0.01365285294,"DIAG: {'Idiopathic osteoporosis with pathological fracture, multiple sites'}"
1wv59laaw,-0.01365160867,"INT: {'Destruction, soft tissue of the foot and ankle using radiofrequency probe'}"
f323,0.01364897807,"DIAG: {'Severe depressive episode with psychotic symptoms', 'Severe depressive episode without psychotic symptoms'}"
1pm80ba,-0.01364722041,"INT: {'Repair, bladder using endoscopic per orifice [transurethral] approach'}"
m545,0.01364704895,DIAG: {'Low back pain'}
g4010,-0.01364682764,DIAG: {'Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple part'}
g903,0.01364548406,DIAG: {'Multi-system degeneration'}
h150,0.0136441573,DIAG: {'Scleritis'}
1gz31crnd,0.01364027622,"INT: {'Invalid Code', 'Ventilation, respiratory system NEC invasive per orifice with incision approach for intubation throu'}"
1gt59laag,-0.01363889242,"INT: {'Destruction, lung NEC using open approach laser'}"
q710,-0.01363865417,DIAG: {'Congenital complete absence of upper limb(s)'}
y479,-0.01363502388,"DIAG: {'Sedative, hypnotic and antianxiety drug, unspecified, causing adverse effect in therapeutic use'}"
1rd72laag,-0.0136345291,"INT: {'Release,  ovary with fallopian tube using open approach and laser NEC'}"
m8442,-0.01363021167,"DIAG: {'Pathological fracture, not elsewhere classified, upper arm'}"
t8414,-0.01362838765,DIAG: {'Mechanical complication of internal fixation device of tibia and fibula'}
s997,0.01362587037,DIAG: {'Multiple injuries of ankle and foot'}
m7986,-0.01362499855,"DIAG: {'Other specified soft tissue disorders, lower leg'}"
h442,-0.01362336297,DIAG: {'Degenerative myopia'}
s32020,0.01362265438,"DIAG: {'Fracture of lumbar vertebra, L3 level, closed'}"
m6657,-0.01362189123,"DIAG: {'Spontaneous rupture of unspecified tendon, ankle and foot'}"
q303,-0.01361861862,DIAG: {'Congenital perforated nasal septum'}
d6938,0.01361850723,DIAG: {'Other idiopathic thrombocytopenic purpura'}
m6632,-0.01361417736,"DIAG: {'Spontaneous rupture of flexor tendons, upper arm'}"
c772,0.01361137648,DIAG: {'Secondary malignant neoplasm of intra-abdominal lymph nodes'}
1vc74halq,0.01360220147,"INT: {'Fixation, femur open approach fixation device alone using intramedullary nail', 'Fixation, femur percutaneous approach [e.g. with closed reduction or no reduction] fixation device a'}"
z832,-0.01360195129,DIAG: {'Family history of diseases of the blood and blood-forming organs and certain disorders involving the'}
1yw58laxxb,-0.01360039306,"INT: {'Procurement, skin of foot of split thickness autograft using open approach'}"
s0470,-0.01359743495,DIAG: {'Laceration of accessory nerve'}
h163,0.01359670389,DIAG: {'Interstitial and deep keratitis'}
1pq53lapz,-0.01359354979,"INT: {'Implantation of internal device, urethra of artificial urinary sphincter using open approach'}"
s7608,-0.01359132892,DIAG: {'Other and unspecified injury of muscle and tendon of hip'}
1gv59daz9,-0.01359113862,"INT: {'Destruction, pleura using endoscopic approach and chemical agent NEC'}"
e260,0.01359067896,DIAG: {'Primary hyperaldosteronism'}
1fe57ja,-0.01358461573,"INT: {'Extraction, tooth using external approach [e.g forceps]'}"
1wt80wukde,-0.01358349616,"INT: {'Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured to or through '}"
k072,-0.01357962532,DIAG: {'Anomalies of dental arch relationship'}
1yy89la,0.0135792203,"INT: {'Excision total, skin of surgically constructed sites using open (excisional) approach'}"
f105,-0.01357848972,"DIAG: {'Mental and behavioural disorders due to use of alcohol, psychotic disorder'}"
k649,0.0135783184,"DIAG: {'Haemorrhoids, unspecified'}"
k711,0.01357823449,DIAG: {'Toxic liver disease with hepatic necrosis'}
1an27ja,0.01357301426,"INT: {'Radiation, brain using external beam [for teletherapy NEC]'}"
1sq55lanv,-0.01357290228,"INT: {'Removal of device, pelvis of pin/nail using open approach'}"
y577,-0.01357206386,"DIAG: {'Vitamins, not elsewhere classified, causing adverse effect in therapeutic use'}"
s37021,-0.01356975933,DIAG: {'Laceration of kidney with urinary extravasation or parenchymal laceration extending through renal co'}
1vp55lapm,-0.01356931647,"INT: {'Removal of device, patella of uncemented single-component prosthetic device using open approach'}"
h520,-0.01356789513,DIAG: {'Hypermetropia'}
k298,0.01356782738,DIAG: {'Duodenitis'}
1rm13gqc2,-0.01356760629,"INT: {'Control of bleeding, uterus and surrounding structures using percutaneous transluminal (transarteria'}"
1sk87la,-0.01356650623,"INT: {'Excision partial, sternum using open approach without tissue [for repair]'}"
d683,0.0135654726,DIAG: {'Haemorrhagic disorder due to circulating anticoagulants'}
o85002,0.0135645769,"DIAG: {'Puerperal sepsis, delivered, with mention of postpartum complication'}"
2gv71da,0.01356449584,"INT: {'Biopsy, pleura using endoscopic approach [VATS]'}"
1ax53hhft,0.01356286524,"INT: {'Implantation of internal device, spinal canal and meninges percutaneous approach (transcatheter) of '}"
2nk71bcbk,-0.01356145642,"INT: {'Biopsy, small intestine using antegrade (via mouth) endoscopic per orifice approach and (double) bal'}"
p550,0.01355968771,DIAG: {'Rh isoimmunization of fetus and newborn'}
v808,-0.01355870415,DIAG: {'Animal-rider or occupant of animal-drawn vehicle injured in collision with fixed or stationary objec'}
1yd87laay,-0.01355179926,"INT: {'Excision partial, skin of nose open [excisional] approach and dermatome using apposition technique ('}"
1oa54jats,-0.01355050281,"INT: {'Management of internal device, liver of drainage tube'}"
m1033,-0.01354965491,"DIAG: {'Gout due to impairment of renal function, forearm'}"
q6478,-0.01354480401,DIAG: {'Other congenital malformations of bladder and urethra'}
1ju87la,-0.01354403594,"INT: {'Excision partial, veins of arm NEC using open approach without tissue [e.g. direct repair or end-to-', 'Excision partial, veins of arm NEC using open approach without tissue [e.g. direct repair or end to '}"
t902,-0.01354206832,DIAG: {'Sequelae of fracture of skull and facial bones'}
n168,-0.01354094627,DIAG: {'Renal tubulo-interstitial disorders in other diseases classified elsewhere'}
1sz13jn,-0.01353849677,"INT: {'Control of bleeding, soft tissue of the chest and abdomen using external manual compression'}"
a692,-0.01353555239,DIAG: {'Lyme disease'}
1sq74lanwk,-0.01353504942,"INT: {'Fixation, pelvis using bone homograft using screw, screw with plate (with/without wire, pin or nails'}"
e1161,-0.01353474526,DIAG: {'Type 2 diabetes mellitus with skin and subcutaneous tissue complication'}
z611,0.01353453209,DIAG: {'Removal from home in childhood'}
1da84laxxe,-0.01353392166,"INT: {'Construction or reconstruction, external ear NEC using open approach and local flap'}"
1vq74lalqk,-0.01353322332,"INT: {'Fixation, tibia and fibula open approach with bone homograft using intramedullary nail'}"
y528,-0.01353074102,"DIAG: {'Antivaricose drugs, including sclerosing agents causing adverse effect in therapeutic use'}"
1nf87sh,-0.01352871985,"INT: {'Excision partial, stomach with vagotomy open approach esophagogastric anastomosis'}"
1gx80qbxxg,-0.01352324938,"INT: {'Repair, diaphragm using distant pedicled flap open thoracic approach'}"
p013,-0.01352267166,DIAG: {'Fetus and newborn affected by polyhydramnios'}
e678,-0.01352228074,DIAG: {'Other specified hyperalimentation'}
p0591,0.01351761539,DIAG: {'Asymmetric intrauterine growth restriction [IUGR]'}
t929,0.0135171515,DIAG: {'Sequelae of unspecified injury of upper limb'}
q506,0.01351644437,DIAG: {'Other congenital malformations of fallopian tube and broad ligament'}
